#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20240805_1_00035_0021.jpg,27449,{},1,0,"{""name"":""rect"",""x"":1087,""y"":488,""width"":138,""height"":115}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0022.jpg,62214,{},1,0,"{""name"":""rect"",""x"":891,""y"":383,""width"":174,""height"":205}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0023.jpg,46399,{},1,0,"{""name"":""rect"",""x"":1027,""y"":319,""width"":168,""height"":226}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0024.jpg,70600,{},1,0,"{""name"":""rect"",""x"":893,""y"":362,""width"":253,""height"":382}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0025.jpg,73920,{},1,0,"{""name"":""rect"",""x"":981,""y"":217,""width"":232,""height"":424}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0026.jpg,54461,{},3,0,"{""name"":""rect"",""x"":897,""y"":350,""width"":306,""height"":353}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0026.jpg,54461,{},3,1,"{""name"":""rect"",""x"":1260,""y"":356,""width"":160,""height"":340}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0026.jpg,54461,{},3,2,"{""name"":""rect"",""x"":1408,""y"":309,""width"":162,""height"":361}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0027.jpg,41320,{},4,0,"{""name"":""rect"",""x"":1098,""y"":186,""width"":157,""height"":208}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0027.jpg,41320,{},4,1,"{""name"":""rect"",""x"":7,""y"":548,""width"":205,""height"":364}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0027.jpg,41320,{},4,2,"{""name"":""rect"",""x"":1361,""y"":288,""width"":196,""height"":270}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0027.jpg,41320,{},4,3,"{""name"":""rect"",""x"":1316,""y"":280,""width"":157,""height"":210}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0028.jpg,63537,{},4,0,"{""name"":""rect"",""x"":406,""y"":634,""width"":132,""height"":190}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0028.jpg,63537,{},4,1,"{""name"":""rect"",""x"":1057,""y"":295,""width"":70,""height"":82}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0028.jpg,63537,{},4,2,"{""name"":""rect"",""x"":1110,""y"":319,""width"":105,""height"":79}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0028.jpg,63537,{},4,3,"{""name"":""rect"",""x"":1072,""y"":349,""width"":87,""height"":105}","{""shade"":""y"",""pecking"":""n"",""blue"":""n""}"
20240805_1_00035_0029.jpg,39543,{},3,0,"{""name"":""rect"",""x"":548,""y"":499,""width"":389,""height"":461}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0029.jpg,39543,{},3,1,"{""name"":""rect"",""x"":30,""y"":677,""width"":419,""height"":300}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0029.jpg,39543,{},3,2,"{""name"":""rect"",""x"":273,""y"":433,""width"":334,""height"":448}","{""shade"":""y"",""pecking"":""n"",""blue"":""n""}"
20240805_1_00035_0031.jpg,67266,{},3,0,"{""name"":""rect"",""x"":999,""y"":376,""width"":395,""height"":413}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0031.jpg,67266,{},3,1,"{""name"":""rect"",""x"":619,""y"":500,""width"":367,""height"":309}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0031.jpg,67266,{},3,2,"{""name"":""rect"",""x"":671,""y"":310,""width"":370,""height"":325}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0032.jpg,58772,{},3,0,"{""name"":""rect"",""x"":1038,""y"":347,""width"":412,""height"":388}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0032.jpg,58772,{},3,1,"{""name"":""rect"",""x"":620,""y"":383,""width"":359,""height"":347}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0032.jpg,58772,{},3,2,"{""name"":""rect"",""x"":777,""y"":303,""width"":271,""height"":329}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0033.jpg,66319,{},3,0,"{""name"":""rect"",""x"":1041,""y"":286,""width"":295,""height"":404}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0033.jpg,66319,{},3,1,"{""name"":""rect"",""x"":873,""y"":279,""width"":238,""height"":295}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0033.jpg,66319,{},3,2,"{""name"":""rect"",""x"":631,""y"":331,""width"":373,""height"":367}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0035.jpg,52669,{},4,0,"{""name"":""rect"",""x"":801,""y"":397,""width"":154,""height"":186}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0035.jpg,52669,{},4,1,"{""name"":""rect"",""x"":985,""y"":503,""width"":147,""height"":124}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0035.jpg,52669,{},4,2,"{""name"":""rect"",""x"":1149,""y"":541,""width"":123,""height"":82}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0035.jpg,52669,{},4,3,"{""name"":""rect"",""x"":1145,""y"":433,""width"":109,""height"":128}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0041.jpg,64306,{},6,0,"{""name"":""rect"",""x"":714,""y"":551,""width"":96,""height"":160}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0041.jpg,64306,{},6,1,"{""name"":""rect"",""x"":867,""y"":334,""width"":82,""height"":118}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0041.jpg,64306,{},6,2,"{""name"":""rect"",""x"":942,""y"":415,""width"":108,""height"":93}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0041.jpg,64306,{},6,3,"{""name"":""rect"",""x"":961,""y"":371,""width"":100,""height"":109}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0041.jpg,64306,{},6,4,"{""name"":""rect"",""x"":1063,""y"":399,""width"":58,""height"":102}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0041.jpg,64306,{},6,5,"{""name"":""rect"",""x"":1086,""y"":382,""width"":82,""height"":130}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0046.jpg,54344,{},4,0,"{""name"":""rect"",""x"":1201,""y"":359,""width"":67,""height"":99}","{""shade"":""y"",""pecking"":""n"",""blue"":""n""}"
20240805_1_00035_0046.jpg,54344,{},4,1,"{""name"":""rect"",""x"":604,""y"":523,""width"":109,""height"":96}","{""shade"":""y"",""pecking"":""n"",""blue"":""n""}"
20240805_1_00035_0046.jpg,54344,{},4,2,"{""name"":""rect"",""x"":729,""y"":541,""width"":87,""height"":94}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0046.jpg,54344,{},4,3,"{""name"":""rect"",""x"":731,""y"":503,""width"":51,""height"":118}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0047.jpg,42792,{},4,0,"{""name"":""rect"",""x"":1739,""y"":349,""width"":87,""height"":112}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0047.jpg,42792,{},4,1,"{""name"":""rect"",""x"":772,""y"":604,""width"":78,""height"":93}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0047.jpg,42792,{},4,2,"{""name"":""rect"",""x"":637,""y"":563,""width"":40,""height"":112}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0047.jpg,42792,{},4,3,"{""name"":""rect"",""x"":683,""y"":571,""width"":84,""height"":112}","{""shade"":""y"",""pecking"":""n"",""blue"":""n""}"
20240805_1_00035_0051.jpg,53038,{},5,0,"{""name"":""rect"",""x"":195,""y"":536,""width"":63,""height"":67}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0051.jpg,53038,{},5,1,"{""name"":""rect"",""x"":1378,""y"":322,""width"":51,""height"":52}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0051.jpg,53038,{},5,2,"{""name"":""rect"",""x"":1246,""y"":554,""width"":58,""height"":79}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0051.jpg,53038,{},5,3,"{""name"":""rect"",""x"":1301,""y"":547,""width"":43,""height"":73}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240805_1_00035_0051.jpg,53038,{},5,4,"{""name"":""rect"",""x"":1734,""y"":532,""width"":87,""height"":81}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240805_2_00036_0009.jpg,183697,{},1,0,"{""name"":""rect"",""x"":774,""y"":610,""width"":148,""height"":126}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240806_1_00037_0002.jpg,230677,{},1,0,"{""name"":""rect"",""x"":848,""y"":584,""width"":154,""height"":127}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240806_1_00038_0005.jpg,222501,{},2,0,"{""name"":""rect"",""x"":1225,""y"":380,""width"":75,""height"":78}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240806_1_00038_0005.jpg,222501,{},2,1,"{""name"":""rect"",""x"":282,""y"":436,""width"":96,""height"":61}","{""pecking"":""y"",""shade"":""n"",""blue"":""y""}"
20240806_1_00038_0006.jpg,188389,{},2,0,"{""name"":""rect"",""x"":1456,""y"":622,""width"":94,""height"":106}","{""shade"":""y"",""pecking"":""n"",""blue"":""n""}"
20240806_1_00038_0006.jpg,188389,{},2,1,"{""name"":""rect"",""x"":109,""y"":589,""width"":85,""height"":123}","{""shade"":""n"",""pecking"":""n"",""blue"":""y""}"
20240806_2_00039_0005.jpg,300621,{},1,0,"{""name"":""rect"",""x"":1173,""y"":388,""width"":300,""height"":201}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240806_2_00039_0006.jpg,219917,{},1,0,"{""name"":""rect"",""x"":1155,""y"":461,""width"":165,""height"":90}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240806_2_00041_0001.jpg,169308,{},1,0,"{""name"":""rect"",""x"":455,""y"":392,""width"":298,""height"":172}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0002.jpg,270413,{},1,0,"{""name"":""rect"",""x"":1384,""y"":270,""width"":117,""height"":144}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0003.jpg,374191,{},1,0,"{""name"":""rect"",""x"":753,""y"":471,""width"":180,""height"":112}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0028.jpg,89346,{},1,0,"{""name"":""rect"",""x"":849,""y"":421,""width"":93,""height"":76}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0029.jpg,101860,{},1,0,"{""name"":""rect"",""x"":872,""y"":654,""width"":89,""height"":84}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0030.jpg,98498,{},1,0,"{""name"":""rect"",""x"":906,""y"":488,""width"":52,""height"":80}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0032.jpg,120154,{},1,0,"{""name"":""rect"",""x"":1017,""y"":457,""width"":223,""height"":177}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_2_00041_0033.jpg,113479,{},1,0,"{""name"":""rect"",""x"":759,""y"":493,""width"":220,""height"":129}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240806_2_00042_0003.jpg,347870,{},1,0,"{""name"":""rect"",""x"":777,""y"":261,""width"":136,""height"":133}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_3_00045_0009.jpg,139601,{},1,0,"{""name"":""rect"",""x"":208,""y"":436,""width"":124,""height"":171}","{""pecking"":""y"",""shade"":""n"",""blue"":""y""}"
20240806_3_00045_0022.jpg,137025,{},2,0,"{""name"":""rect"",""x"":1027,""y"":813,""width"":66,""height"":81}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240806_3_00045_0022.jpg,137025,{},2,1,"{""name"":""rect"",""x"":611,""y"":464,""width"":70,""height"":67}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_3_00045_0031.jpg,139382,{},1,0,"{""name"":""rect"",""x"":776,""y"":375,""width"":64,""height"":70}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240806_4_00047_0003.jpg,344969,{},1,0,"{""name"":""rect"",""x"":1119,""y"":524,""width"":213,""height"":171}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_4_00047_0007.jpg,206883,{},1,0,"{""name"":""rect"",""x"":1243,""y"":518,""width"":78,""height"":88}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240806_4_00047_0012.jpg,138013,{},1,0,"{""name"":""rect"",""x"":1588,""y"":559,""width"":94,""height"":88}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_4_00049_0004.jpg,218766,{},1,0,"{""name"":""rect"",""x"":813,""y"":320,""width"":84,""height"":102}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240806_5_00050_0008.jpg,101826,{},2,0,"{""name"":""rect"",""x"":1083,""y"":565,""width"":174,""height"":132}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240806_5_00050_0008.jpg,101826,{},2,1,"{""name"":""rect"",""x"":1018,""y"":677,""width"":126,""height"":142}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240806_5_00050_0025.jpg,60240,{},1,0,"{""name"":""rect"",""x"":562,""y"":319,""width"":96,""height"":69}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240806_5_00050_0026.jpg,72215,{},1,0,"{""name"":""rect"",""x"":521,""y"":479,""width"":40,""height"":35}","{""blue"":""n"",""pecking"":""y"",""shade"":""y""}"
20240806_7_00052_0011.jpg,82327,{},1,0,"{""name"":""rect"",""x"":896,""y"":413,""width"":84,""height"":108}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240806_7_00052_0013.jpg,98291,{},1,0,"{""name"":""rect"",""x"":1641,""y"":578,""width"":34,""height"":57}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240806_7_00052_0016.jpg,82366,{},1,0,"{""name"":""rect"",""x"":1135,""y"":451,""width"":87,""height"":148}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240806_9_00054_0017.jpg,105497,{},1,0,"{""name"":""rect"",""x"":1328,""y"":76,""width"":102,""height"":127}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240806_10_00056_0007.jpg,141557,{},2,0,"{""name"":""rect"",""x"":979,""y"":338,""width"":46,""height"":49}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_10_00056_0007.jpg,141557,{},2,1,"{""name"":""rect"",""x"":1565,""y"":465,""width"":99,""height"":42}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240806_10_00056_0019.jpg,60283,{},2,0,"{""name"":""rect"",""x"":1036,""y"":151,""width"":102,""height"":135}","{""shade"":""y"",""pecking"":""y"",""blue"":""n""}"
20240806_10_00056_0019.jpg,60283,{},2,1,"{""name"":""rect"",""x"":1676,""y"":201,""width"":196,""height"":139}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240806_10_00056_0025.jpg,61362,{},1,0,"{""name"":""rect"",""x"":1116,""y"":243,""width"":153,""height"":115}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240806_10_00056_0040.jpg,76245,{},1,0,"{""name"":""rect"",""x"":836,""y"":481,""width"":105,""height"":90}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240806_10_00057_0003.jpg,412577,{},1,0,"{""name"":""rect"",""x"":1144,""y"":538,""width"":45,""height"":39}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_1_00058_0029.jpg,87754,{},1,0,"{""name"":""rect"",""x"":965,""y"":409,""width"":120,""height"":64}","{""pecking"":""n"",""shade"":""u"",""blue"":""n""}"
20240807_2_00061_0004.jpg,285296,{},1,0,"{""name"":""rect"",""x"":866,""y"":370,""width"":177,""height"":190}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_2_00061_0013.jpg,77435,{},2,0,"{""name"":""rect"",""x"":1048,""y"":478,""width"":157,""height"":145}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_2_00061_0013.jpg,77435,{},2,1,"{""name"":""rect"",""x"":845,""y"":350,""width"":79,""height"":121}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_2_00061_0014.jpg,74832,{},2,0,"{""name"":""rect"",""x"":1170,""y"":490,""width"":103,""height"":109}","{""shade"":""n"",""pecking"":""n"",""blue"":""n""}"
20240807_2_00061_0014.jpg,74832,{},2,1,"{""name"":""rect"",""x"":734,""y"":382,""width"":132,""height"":94}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_2_00061_0020.jpg,78437,{},1,0,"{""name"":""rect"",""x"":858,""y"":542,""width"":136,""height"":198}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_2_00061_0022.jpg,75936,{},1,0,"{""name"":""rect"",""x"":969,""y"":538,""width"":130,""height"":148}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_2_00061_0023.jpg,76742,{},1,0,"{""name"":""rect"",""x"":887,""y"":544,""width"":85,""height"":163}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_3_00062_0011.jpg,75136,{},1,0,"{""name"":""rect"",""x"":839,""y"":487,""width"":86,""height"":60}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240807_3_00062_0041.jpg,77879,{},1,0,"{""name"":""rect"",""x"":270,""y"":580,""width"":163,""height"":168}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240807_4_00063_0039.jpg,94764,{},1,0,"{""name"":""rect"",""x"":1159,""y"":452,""width"":82,""height"":126}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_4_00063_0040.jpg,94945,{},1,0,"{""name"":""rect"",""x"":991,""y"":329,""width"":135,""height"":118}","{""blue"":""n"",""pecking"":""n"",""shade"":""n""}"
20240807_4_00063_0047.jpg,74884,{},2,0,"{""name"":""rect"",""x"":953,""y"":403,""width"":156,""height"":135}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240807_4_00063_0047.jpg,74884,{},2,1,"{""name"":""rect"",""x"":833,""y"":611,""width"":192,""height"":139}","{""pecking"":""n"",""shade"":""y"",""blue"":""n""}"
20240807_4_00063_0055.jpg,74035,{},2,0,"{""name"":""rect"",""x"":485,""y"":455,""width"":130,""height"":79}","{""pecking"":""n"",""shade"":""y"",""blue"":""y""}"
20240807_4_00063_0055.jpg,74035,{},2,1,"{""name"":""rect"",""x"":1033,""y"":494,""width"":97,""height"":117}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0002.jpg,200886,{},2,0,"{""name"":""rect"",""x"":999,""y"":542,""width"":66,""height"":72}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0002.jpg,200886,{},2,1,"{""name"":""rect"",""x"":51,""y"":629,""width"":70,""height"":49}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240807_4_00065_0007.jpg,171820,{},1,0,"{""name"":""rect"",""x"":1580,""y"":473,""width"":73,""height"":68}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0010.jpg,95016,{},2,0,"{""name"":""rect"",""x"":1357,""y"":388,""width"":106,""height"":129}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0010.jpg,95016,{},2,1,"{""name"":""rect"",""x"":250,""y"":506,""width"":148,""height"":96}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0012.jpg,86043,{},2,0,"{""name"":""rect"",""x"":1012,""y"":352,""width"":87,""height"":157}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0012.jpg,86043,{},2,1,"{""name"":""rect"",""x"":750,""y"":466,""width"":154,""height"":97}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0015.jpg,91406,{},2,0,"{""name"":""rect"",""x"":566,""y"":428,""width"":61,""height"":82}","{""shade"":""n"",""pecking"":""n"",""blue"":""n""}"
20240807_4_00065_0015.jpg,91406,{},2,1,"{""name"":""rect"",""x"":1170,""y"":505,""width"":112,""height"":64}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0026.jpg,75941,{},2,0,"{""name"":""rect"",""x"":945,""y"":400,""width"":88,""height"":115}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0026.jpg,75941,{},2,1,"{""name"":""rect"",""x"":1197,""y"":511,""width"":226,""height"":124}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0031.jpg,93887,{},2,0,"{""name"":""rect"",""x"":1375,""y"":472,""width"":49,""height"":48}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_4_00065_0031.jpg,93887,{},2,1,"{""name"":""rect"",""x"":595,""y"":448,""width"":78,""height"":87}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_6_00069_0001.jpg,185262,{},1,0,"{""name"":""rect"",""x"":818,""y"":388,""width"":174,""height"":129}","{""pecking"":""y"",""shade"":""y"",""blue"":""n""}"
20240807_6_00069_0013.jpg,106388,{},2,0,"{""name"":""rect"",""x"":347,""y"":458,""width"":63,""height"":60}","{""shade"":""n"",""pecking"":""n"",""blue"":""n""}"
20240807_6_00069_0013.jpg,106388,{},2,1,"{""name"":""rect"",""x"":1300,""y"":430,""width"":55,""height"":84}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_6_00069_0018.jpg,94631,{},3,0,"{""name"":""rect"",""x"":211,""y"":571,""width"":61,""height"":49}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_6_00069_0018.jpg,94631,{},3,1,"{""name"":""rect"",""x"":467,""y"":433,""width"":45,""height"":57}","{""pecking"":""n"",""shade"":""n"",""blue"":""n""}"
20240807_6_00069_0018.jpg,94631,{},3,2,"{""name"":""rect"",""x"":1646,""y"":386,""width"":97,""height"":49}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240807_7_00070_0030.jpg,97052,{},2,0,"{""name"":""rect"",""x"":1263,""y"":665,""width"":82,""height"":108}","{""pecking"":""n"",""shade"":""n"",""blue"":""y""}"
20240807_7_00070_0030.jpg,97052,{},2,1,"{""name"":""rect"",""x"":705,""y"":232,""width"":108,""height"":49}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
20240811_1_00072_0041.jpg,137587,{},1,0,"{""name"":""rect"",""x"":894,""y"":425,""width"":60,""height"":121}","{""pecking"":""y"",""shade"":""n"",""blue"":""n""}"
