,filename,images_paths,type,type_num,val_or_train
22,20240805_1_00035_0023cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
23,20240805_1_00035_0024cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
24,20240805_1_00035_0025cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
25,20240805_1_00035_0026cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
26,20240805_1_00035_0026cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
27,20240805_1_00035_0026cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
28,20240805_1_00035_0027cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
29,20240805_1_00035_0027cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
30,20240805_1_00035_0027cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
31,20240805_1_00035_0027cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
32,20240805_1_00035_0028cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
33,20240805_1_00035_0028cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
34,20240805_1_00035_0028cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
35,20240805_1_00035_0028cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
36,20240805_1_00035_0029cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
37,20240805_1_00035_0029cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
38,20240805_1_00035_0029cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
39,20240805_1_00035_0031cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
40,20240805_1_00035_0031cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
41,20240805_1_00035_0031cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
42,20240805_1_00035_0032cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
43,20240805_1_00035_0032cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
44,20240805_1_00035_0032cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
45,20240805_1_00035_0033cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
46,20240805_1_00035_0033cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
47,20240805_1_00035_0033cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
48,20240805_1_00035_0035cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
49,20240805_1_00035_0035cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
50,20240805_1_00035_0035cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
51,20240805_1_00035_0035cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
52,20240805_1_00035_0041cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
53,20240805_1_00035_0041cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
54,20240805_1_00035_0041cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
55,20240805_1_00035_0041cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
56,20240805_1_00035_0041cropped_4.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
57,20240805_1_00035_0041cropped_5.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
58,20240805_1_00035_0046cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
59,20240805_1_00035_0046cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
60,20240805_1_00035_0046cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
61,20240805_1_00035_0046cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
62,20240805_1_00035_0047cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
63,20240805_1_00035_0047cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
64,20240805_1_00035_0047cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
65,20240805_1_00035_0047cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
66,20240805_1_00035_0051cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
67,20240805_1_00035_0051cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
68,20240805_1_00035_0051cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
69,20240805_1_00035_0051cropped_3.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
70,20240805_1_00035_0051cropped_4.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
71,20240805_2_00036_0009cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
72,20240806_1_00037_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
73,20240806_1_00038_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
74,20240806_1_00038_0005cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
75,20240806_1_00038_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
76,20240806_1_00038_0006cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
77,20240806_2_00039_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
78,20240806_2_00039_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
79,20240806_2_00041_0001cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
80,20240806_2_00041_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
81,20240806_2_00041_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
82,20240806_2_00041_0028cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
83,20240806_2_00041_0029cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
84,20240806_2_00041_0030cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
85,20240806_2_00041_0032cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
86,20240806_2_00041_0033cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
87,20240806_2_00042_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
88,20240806_3_00045_0009cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
89,20240806_3_00045_0022cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
90,20240806_3_00045_0022cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
91,20240806_3_00045_0031cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
92,20240806_4_00047_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
93,20240806_4_00047_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
94,20240806_4_00047_0012cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
95,20240806_4_00049_0004cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
96,20240806_5_00050_0008cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
97,20240806_5_00050_0008cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
98,20240806_5_00050_0025cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
99,20240806_5_00050_0026cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
100,20240806_7_00052_0011cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
101,20240806_7_00052_0013cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
102,20240806_7_00052_0016cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
103,20240806_9_00054_0017cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
104,20240806_10_00056_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
105,20240806_10_00056_0007cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
106,20240806_10_00056_0019cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
107,20240806_10_00056_0019cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
108,20240806_10_00056_0025cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
109,20240806_10_00056_0040cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
110,20240806_10_00057_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
111,20240807_1_00058_0029cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
112,20240807_2_00061_0004cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
113,20240807_2_00061_0013cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
114,20240807_2_00061_0013cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
115,20240807_2_00061_0014cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
116,20240807_2_00061_0014cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
117,20240807_2_00061_0020cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
118,20240807_2_00061_0022cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
119,20240807_2_00061_0023cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
120,20240807_3_00062_0011cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
121,20240807_3_00062_0041cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
122,20240807_4_00063_0039cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
123,20240807_4_00063_0040cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
124,20240807_4_00063_0047cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
125,20240807_4_00063_0047cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
126,20240807_4_00063_0055cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
127,20240807_4_00063_0055cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
128,20240807_4_00065_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
129,20240807_4_00065_0002cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
130,20240807_4_00065_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
131,20240807_4_00065_0010cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
132,20240807_4_00065_0010cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
133,20240807_4_00065_0012cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
134,20240807_4_00065_0012cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
135,20240807_4_00065_0015cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
136,20240807_4_00065_0015cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
137,20240807_4_00065_0026cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
138,20240807_4_00065_0026cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
139,20240807_4_00065_0031cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
140,20240807_4_00065_0031cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
141,20240807_6_00069_0001cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
142,20240807_6_00069_0013cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
143,20240807_6_00069_0013cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
144,20240807_6_00069_0018cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
145,20240807_6_00069_0018cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
146,20240807_6_00069_0018cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
147,20240807_7_00070_0030cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
148,20240807_7_00070_0030cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
149,20240811_1_00072_0041cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
150,20240811_1_00072_0046cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
151,20240811_1_00072_0047cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
152,20240811_1_00073_0001cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
153,20240811_3_00076_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
154,20240811_3_00077_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
155,20240811_3_00077_0008cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
156,20240811_5_00078_0009cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
157,20240811_5_00078_0009cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
158,20240811_7_00082_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
159,20240811_7_00082_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
160,20240811_8_00083_0017cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
161,20240811_8_00083_0064cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
162,20240813_1_00090_0010cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
163,20240813_3_00093_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
164,20240813_5_00097_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
165,20240813_5_00097_0031cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
166,20240813_5_00097_0031cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
167,20240813_6_00100_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
168,20240813_10_00103_0023cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
169,20240813_10_00103_0023cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
170,20240813_10_00103_0023cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
171,20240813_10_00103_0035cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
172,20240813_10_00103_0035cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
173,20240813_12_00106_0012cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
174,20240813_12_00106_0012cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
175,20240813_12_00106_0012cropped_2.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
176,20240813_12_00107_0019cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
177,20240813_12_00107_0027cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
178,20240813_12_00107_0027cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
179,20240813_12_00107_0041cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
180,20240813_12_00107_0041cropped_1.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
181,20240813_12_00107_0045cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
182,20240815_1_00113_0026cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
183,20240815_9_00120_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
184,20240815_9_00120_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
185,20240815_9_00120_0012cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
186,20240815_9_00120_0014cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
187,20240815_9_00121_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
188,20240815_9_00121_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
189,20240815_9_00121_0008cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
190,20240816_3_00123_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
191,20240816_3_00123_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
192,20240816_3_00123_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
193,20240816_3_00123_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
194,20240820_2_00136_0004cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
195,20240820_2_00136_0005cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
196,20240820_2_00136_0006cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
197,20240820_2_00136_0009cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
198,20240820_2_00136_0010cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
199,20240820_2_00136_0019cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
200,20240821_2_00144_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
201,20240821_2_00144_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
202,20240821_2_00145_0001cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
203,20240821_2_00146_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
204,20240821_2_00146_0016cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
205,20240821_2_00146_0018cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
206,20240821_2_00146_0019cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
207,20240821_2_00146_0020cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
208,20240821_6_00155_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
209,20240822_1_00160_0029cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,n,0,train
210,20240822_7_00170_0007cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
211,20240830_1_00181_0001cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
212,20240830_1_00181_0002cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
213,20240830_1_00181_0003cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
214,20240830_1_00181_0009cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
215,20240830_1_00181_0010cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
216,20240830_1_00181_0011cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
217,20240830_1_00181_0012cropped_0.jpg,/Volumes/T5 EVO/Foraging HD/Isolated_frames/cropped_frames,y,1,train
